"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"20297","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/254550","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","04-Feb-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","58059"
"20298","Rajasthan","Construction of boundary walls of existing public and community buildings","WS/MP18169/2025-2026/197009","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","18-Nov-2025","ROYAL BRICKS AND CONSTRUCTION","Payment Success","414636"
"20299","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/254550","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","24-Feb-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","31250"
"20300","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/254549","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","20-Jan-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","378066"
"20301","Assam","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18021/2025-2026/214950","DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA)","RAKIBUL HUSSAIN (2024-2029)","Elected MP","14-Nov-2025","JULHAS ALOM SIKDER","Payment Success","500000"
"20302","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP818/2025-2026/174080","MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA)","Smt Dimple Yadav (2024-2029)","Elected MP","19-Nov-2025","YASH CONSTRUCTION","Payment Success","1117550"
"20303","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP818/2025-2026/174080","MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA)","Smt Dimple Yadav (2024-2029)","Elected MP","25-Mar-2026","YASH CONSTRUCTION","Payment Success","745641"
"20304","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/188854","CHHOTAUDEPUR(DISTRICT COLLECTOR CHHOTA UDEPUR_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","20-Nov-2025","GOGDIA JUTH GRAM PANCHAYAT","Payment Success","200000"
"20305","Assam","Construction of community centers and community halls","WS/MP18024/2025-2026/206716","CHARAIDEO(Deputy Commissioner Charaideo_IDA)","GAURAV GOGOI (2024-2029)","Elected MP","26-Nov-2025","BHANWAR SINGH RAJPUROHIT","Payment Success","131100"
"20306","Maharashtra","Construction of footpaths and pedestrian ways","WS/MP18116/2025-2026/202343","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","18-Nov-2025","Hindustan Enterprises","Payment Success","1498932"
"20307","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18116/2025-2026/235814","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","29-Jan-2026","Hindustan Enterprises","Payment Success","985926"
"20308","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18116/2025-2026/235820","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","29-Jan-2026","Hindustan Enterprises","Payment Success","972190"
"20309","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18116/2025-2026/221635","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","29-Jan-2026","Hindustan Enterprises","Payment Success","1487406"
"20310","Maharashtra","Providing drains and gutters for public drainage","WS/MP18116/2025-2026/186710","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","29-Jan-2026","Hindustan Enterprises","Payment Success","987471"
"20311","Maharashtra","Construction of footpaths and pedestrian ways","WS/MP18116/2025-2026/209814","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","15-May-2026","Hindustan Enterprises","Payment Success","296167"
"20312","Maharashtra","Construction of community centers and community halls","WS/MP18116/2025-2026/210953","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","15-May-2026","Hindustan Enterprises","Payment Success","792080"
"20313","Maharashtra","Construction of footpaths and pedestrian ways","WS/MP18116/2025-2026/251303","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","12-May-2026","Hindustan Enterprises","Payment Success","391730"
"20314","Maharashtra","Providing supply pipelines for drinking water","WS/MP18116/2025-2026/186719","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE (2024-2029)","Elected MP","27-Mar-2026","Hindustan Enterprises","Payment Success","997000"
"20315","Tamil Nadu","Construction of footpaths and pedestrian ways","WS/MP740/2025-2026/204039","THE NILGIRIS(DISTRICT COLLECTOR NILGIRIS_IDA)","Andimuthu Raja (2024-2029)","Elected MP","10-Feb-2026","GUNASEKARAN N","Payment Success","500000"
"20316","Himachal Pradesh","Development of public parks","WS/MP598/2025-2026/163712","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap (2024-2029)","Elected MP","14-Jan-2026","GP KOTI BOUNCH","Payment Success","50000"
"20317","Himachal Pradesh","Development of public parks","WS/MP598/2025-2026/163712","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap (2024-2029)","Elected MP","02-Mar-2026","GP KOTI BOUNCH","Payment Success","50000"
"20318","Himachal Pradesh","Development of public parks","WS/MP598/2025-2026/163711","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap (2024-2029)","Elected MP","19-Nov-2025","GP KOTI BOUNCH","Payment Success","50000"
"20319","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP18320/2025-2026/202000","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR (2024-2029)","Elected MP","25-Nov-2025","AMBETHA GROUP GRAM PANCHAYAT","Payment Success","500000"
"20320","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18320/2025-2026/226330","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR (2024-2029)","Elected MP","02-Jan-2026","AMBETHA GROUP GRAM PANCHAYAT","Payment Success","400000"
"20321","Mizoram","Construction of community centers and community halls","WS/MP18138/2025-2026/229941","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","RICHARD VANLALHMANGAIHA (2024-2029)","Elected MP","12-Jan-2026","MUP Ainawn Veng","Payment Success","125000"
"20322","Mizoram","Construction of community centers and community halls","WS/MP18138/2025-2026/229941","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","RICHARD VANLALHMANGAIHA (2024-2029)","Elected MP","18-Jun-2026","MUP Ainawn Veng","Payment Success","125000"
"20323","Punjab","Purchase of ambulances (Four, three and two wheelers)","WS/MP18155/2025-2026/235089","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","26-Nov-2025","SWASTIK IDUSTRIES","Payment Success","70800"
"20324","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2024-2025/138272","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee (2024-2029)","Elected MP","19-Feb-2026","PANJA ENTERPRISE","Payment Success","289305"
"20325","West Bengal","Street lights","WS/MP423/2025-2026/200548","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee (2024-2029)","Elected MP","27-Nov-2025","PANJA ENTERPRISE","Payment Success","275172"
"20326","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18384/2025-2026/210407","NAGAPATTINAM(DISTRICT COLLECTOR NAGAPATTINAM_4)","SELVARAJ V (2024-2029)","Elected MP","24-Nov-2025","UMA CONSTRUCTIONS","Payment Success","999661"
"20327","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP756/2025-2026/171134","PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA)","Thirumaa Valavan Thol (2024-2029)","Elected MP","17-Nov-2025","P S Rajendran Puduvettagudi","Payment Success","1099846"
"20328","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP756/2025-2026/242956","PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA)","Thirumaa Valavan Thol (2024-2029)","Elected MP","02-Apr-2026","P S Rajendran Puduvettagudi","Payment Success","1492881"
"20329","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP756/2025-2026/242927","PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA)","Thirumaa Valavan Thol (2024-2029)","Elected MP","15-Aug-2026","P S Rajendran Puduvettagudi","Payment Success","1458652"
"20330","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18223/2025-2026/261087","SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA)","IQRA CHOUDHARY (2024-2029)","Elected MP","23-Feb-2026","MS TRADERS","Payment Success","655448"
"20331","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18223/2025-2026/267715","SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA)","IQRA CHOUDHARY (2024-2029)","Elected MP","23-Feb-2026","MS TRADERS","Payment Success","795616"
"20332","West Bengal","Construction of rooms and halls in school and colleges","WS/MP18272/2025-2026/153287","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","KALIPADA SAREN (2024-2029)","Elected MP","07-Dec-2025","SUDIP BALA","Payment Success","2461876"
"20333","Tamil Nadu","Construction of buildings for community cultural activities","WS/MP393/2025-2026/167522","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri Karti P Chidambaram  (2024-2029)","Elected MP","15-Nov-2025","Oorkavala Chakravarthy","Payment Success","942706"
"20334","Meghalaya","Development of playfields and sports grounds","WS/MP18309/2025-2026/236749","WEST GARO HILLS(DEPUTY COMMISSIONER WEST GARO HILLS_IDA)","SALENG A SANGMA (2024-2029)","Elected MP","05-Dec-2025","DURAMA MOTOR SPORTS AND ADVENTURES","Payment Success","250000"
"20335","Meghalaya","Development of playfields and sports grounds","WS/MP18309/2025-2026/236749","WEST GARO HILLS(DEPUTY COMMISSIONER WEST GARO HILLS_IDA)","SALENG A SANGMA (2024-2029)","Elected MP","21-Apr-2026","DURAMA MOTOR SPORTS AND ADVENTURES","Payment Success","250000"
"20336","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18232/2025-2026/170287","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","HARENDRA SINGH MALIK (2024-2029)","Elected MP","26-Nov-2025","SHRI SAI CONSTRUCTION","Payment Success","593752"
"20337","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18232/2025-2026/170287","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","HARENDRA SINGH MALIK (2024-2029)","Elected MP","16-May-2026","SHRI SAI CONSTRUCTION","Payment Success","398398"
"20338","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/200108","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","19-Jan-2026","GK CONSTRUCTION","Payment Success","142170"
"20339","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/200108","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","09-Apr-2026","GK CONSTRUCTION","Payment Success","46706"
"20340","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/205324","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","16-Nov-2025","GK CONSTRUCTION","Payment Success","89944"
"20341","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/205324","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","29-Jan-2026","GK CONSTRUCTION","Payment Success","29291"
"20342","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/200101","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","16-Nov-2025","GK CONSTRUCTION","Payment Success","455861"
"20343","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/200101","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","29-Jan-2026","GK CONSTRUCTION","Payment Success","147646"
"20344","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/212153","AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA)","LALJI VERMA (2024-2029)","Elected MP","14-Feb-2026","GK CONSTRUCTION","Payment Success","548537"
"20345","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/212153","AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA)","LALJI VERMA (2024-2029)","Elected MP","16-Mar-2026","GK CONSTRUCTION","Payment Success","184704"
"20346","Kerala","Purchase of IT systems, including hardware and software for educational purposes","WS/MP343/2025-2026/199586","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr Shashi Tharoor (2024-2029)","Elected MP","18-Nov-2025","Kerala Artisans Development Corporation LTD","Payment Success","447772"
"20347","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/200110","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","01-Dec-2025","udit enterprises","Payment Success","376612"
"20348","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/200110","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","13-Apr-2026","udit enterprises","Payment Success","116331"
"20349","Telangana","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP18194/2025-2026/236885","KAMAREDDY(District Collector Kamareddy_IDA)","SURESH KUMAR SHETKAR (2024-2029)","Elected MP","18-Nov-2025","VIJAYA GANAPATHI AUTOMOTIVES","Payment Success","152500"
"20350","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP584/2025-2026/190905","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda (2024-2029)","Elected MP","17-Nov-2025","Siyot Gram panchayat","Payment Success","400000"
"20351","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP584/2025-2026/216841","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda (2024-2029)","Elected MP","17-Nov-2025","Chhasara Juth Gram Panchayat","Payment Success","400000"
"20352","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP812/2025-2026/206881","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Vijay Kumar Dubey (2024-2029)","Elected MP","21-Nov-2025","MM Central Avadamy Nebua","Payment Success","120000"
"20353","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP812/2025-2026/206881","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Vijay Kumar Dubey (2024-2029)","Elected MP","11-Mar-2026","MM Central Avadamy Nebua","Payment Success","80000"
"20354","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP584/2025-2026/216849","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda (2024-2029)","Elected MP","17-Nov-2025","SHRI DUMRA GRAM PANCHAYAT","Payment Success","400000"
"20355","Himachal Pradesh","Development of playfields and sports grounds","WS/MP598/2025-2026/236497","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap (2024-2029)","Elected MP","18-Nov-2025","GP RAST","Payment Success","100000"
"20356","Himachal Pradesh","Development of playfields and sports grounds","WS/MP598/2025-2026/236497","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap (2024-2029)","Elected MP","04-Aug-2026","GP RAST","Payment Success","100000"
"20357","Odisha","Construction of public libraries and reading rooms","WS/MP300/2025-2026/190823","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Smt Aparajita Sarangi (2024-2029)","Elected MP","21-Nov-2025","Tapas Kumar Jena","Payment Success","929100"
"20358","Odisha","Construction of public libraries and reading rooms","WS/MP300/2025-2026/199501","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Smt Aparajita Sarangi (2024-2029)","Elected MP","18-Nov-2025","Tapas Kumar Jena","Payment Success","884641"
"20359","Telangana","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP18386/2025-2026/220050","NALGONDA(DISTRICT COLLECTOR NALGONDA)","KUNDURU RAGHUVEER (2024-2029)","Elected MP","12-Dec-2025","Julakanti Saidi Reddy","Payment Success","398401"
"20360","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187406","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","13-Dec-2025","kaluram","Payment Success","9750"
"20361","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187406","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","13-Dec-2025","kaluram","Payment Success","9750"
"20362","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/187406","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","13-Dec-2025","SATYNARAYAN","Payment Success","3250"
